username,tweet
  @4REALROY,But I need a bad bitch that's hotter than me might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday
  @50TysonRap,By the way we do punch bitches.
  @50TysonRap,Caesar is home RT @Naewoodster
  @954Nole,Chinese Maverick
  @9acino_,Dad say hi to my snapchat 
  @ABadBitchCost_,"Do you believe these hoes are not in fact loyal? ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
  @AC_Hussle,Don't know no ugly bitches! Don't know no broke niggas!--@Kevin_Gates
  @ALaQuannD,Don't make me make you fall in live with a nigga like meee... The birds 1&amp;2 are my favorite songs by Weeknd
  @ATrue_Cowboy,"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."
  @A_Brown_30,"Don't you ever give my pussy away. You keep it tight, alright?"
  @A_Brown_30,Dropped a stack cause bitch I'm ON.
  @AbstractLife,Dumb bitches do dumb things
  @AbstractLife,Eat the pussy like a real nigga hungry
  @AdamRotter,Eff it. Let's go after the cripple. http
  @AdderallHadMe,Everything look better with a bitch next to it
  @Adrianmayer99,Facto @ShaunaSayomi
  @Al_Teez,For every bad bitch there is a nigga tired of fucking her
  @AlanaaaXP,"Foreign chick, no lie.. Man that bitch Beautiful"
  @AlexaDelsanter,Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich. http
  @AllEyesOnKIE,Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku
  @AlmightyCBoogie,Generate ASCII boxes with NodeJS all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http
  @Alondra_Lu,Get me that shit bitch you is fine bear
  @AmandaBynes,Get your ass back to Detroit ya fuckin' wigger!
  @Amburger_6,"Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"
  @Amillinati_,HOW DO YOU KNOW MY TWITTER PASSWORD bitch please
  @Analyyxo,Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?
  @AndyyDotCom,He a bitch for hitting that hoe &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
  @Ann_E_Lizabeth,He married to a white woman... lucky sum-bitch - Uncle Ruckus
  @AnthonyCumia,"He wanna be my nigga, but I'm just trinna be his savings account &#128553; &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;"
  @AntiGlib,"Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes! -Grandpa Carl everyone"
  @ArianaGrande,Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger - #shitmybosssays
  @AriaunaDaVon,Hey pussy you still there?
  @Asaprelli_,How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http
  @Ashley_J12,"How hotter than is it? ""A bitch."""
  @AshlynWynns,How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em
  @Ashton5SOS,"How you doing, crazy bitch? is hilarious!"
  @Attractive_Bad,"I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!"
  @AustinMahone,I am a thrill billy..with a hillbilly heart. -@billyraycyrus. HAHAHAHAHA Jesus Murphy!
  @AyoO_Fettii,I call him my bitch @MaKennaM_
  @AyyyeThatsChubb,I can't handle no liquor... But these bitches can't handle meeedd - Chief Sosa
  @BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?,I don't chase after dudes... I chase after bitches. - Edgar Bautista
  @BIGHOMIEMARKIE,"I don't love these hoes, baby It's me and you forever"
  @BINDLE13,"I dont even need a picture of tamar, that bitch is beat in every picture&#128514;&#128557;&#128514;&#128514;&#128514;"
  @BSBHForum,I dont have hoes &#128564;
  @B_Davis0529,I found a new way to chug you have to open your mouth alot #shitallysays
  @BaabyD_,I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her
  @Badazz_jspates,I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi
  @Banqq_Jayy,"I got a sister, she told me stop calling women bitches.."
  @BarryClerjuste,I guess this is the night bitches die...!!!! Stewie is that nigga...!
  @BasebaIIVines,"I had a bitch that had a bitch, had the bitch eating halibut.. - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir"
  @BasedChasen,I have this lady-love
  @BasedChasen,"I heard you was looking for Candy Man, bitch"
  @BasedDevJay,"I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually. -Katt Williams @LetMicahDown"
  @BeardedGemini,I just got a number 3 I'm a bitch boy
  @BeautiifulVixen,I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?&#128514;
  @BeautyOfASinner,I only be with older men cause they're more mature
  @BeenSlimm,I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.
  @Benkasso,"I said i don't like it, it tastes like wolf pussy "
  @BestOfAds,"I taught myself how to eat pussy, and cut my own hair"
  @BetterAreTulips,I used to dress up like a cop too.
  @BetterAreTulips,"I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike- @YG"
  @BigMamaaTee,"I will fuck u where u stand. ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
  @BillieBoyMitch,I woke up like thi- bitch go back to bed
  @BixxhMakeMeRich,I would rather you call me bitch than sir -my manager
  @Black_Angelo25,I'll beat on that pussy so hard
  @BlizzyLC,I'll slit your throat-neck http
  @BlizzyLC,"I'm a funky ass honkey. - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour"
  @BlueEyeBeaner,I'm comparing KFC to the pussy @MaxOn_MaxOff5
  @BlueEyeBeaner,I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it! -Axl Rose yelling at his sex robot
  @BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless,"I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"
  @Boobah_,I'm gonna piss on your dimple @SoNi99a_
  @BookerTweet_,I'm probably your main bitch chocolate dipped cinnamon apple
  @Bossman_Carl,I'm sick of his shit man @JonnieSantana
  @BrauC_O_DramA,I'm sorry I fucked yo bitch... But she really dig a nigga @KingL
  @Bre_ah_na,IBS irritable bitch syndrome.
  @BreadTruckkBri,If you love her then hide yo bitch so you'll keep shorty.
  @BroCulture,If you talk back to me you ain't getting no pussy.
  @BurgerKing,If you're a bad bitch put your hands up high 
  @BurgerKing,Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight hahahahahahahahaha #50centmovie #beforeiselfdestruct
  @CALL_ME_KiTTiE,In My Mind
  @CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh,Is that an albino Mexican?
  @CMRE24 wasn&#8217;t that great to me either RT @Ahki117,It takes a true directioner to accept Larry You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry
  @CRISTIAN__Dior,"It's allegations, were u in the bedroom? Did u see it? Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
  @CRYaboutitNIGGA,It's never too late to tag a bitch.- @CyFyre
  @Caiivs,It's the dykes -hunter dyke with a dyke http
  @CakeMamaa,"Julia Roberts, you're a ho @LaurenGardner8 #NottingHill"
  @CallMeGb__,Just follow the yellow brick twitter.
  @CallNeeshCakey,LMFAOOOOOOOOOOOOOOOOOO @bb_brooks
  @CallNeeshCakey,"LOL, cripple! - Wendy Davis. RT @MailOnline"
  @CaptainYankee2,Let's do nips ahoy and spank me maybe
  @CauseWereGuys,Let's kill cracker babies!. WTF did I just hear???????? WOW.
  @CayMarieee,Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?
  @CayMarieee,Lmao @BlackBeauty515
  @CelebovickOTF,Lmao @SWILLA_LO
  @ChanelleLeee,"Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld? Van dat soort vragen waar je denkt"
  @CharlieDayQuote,Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum. &#128514;&#128514;&#128514;
  @Cheddar85,Mine plays DMX and kirk Franklin smh @_justcallmeBRIT
  @CheyaGurr,My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife &#128563;
  @Chhicoo,My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!
  @Chris_cooper907,My nips are freeeeezing...and that's not okay because they're slicing through my bra....
  @Chrissy_Cindy,My twitter was hacked = I'm too pussy to admit that I said it and now I want to act like I never said it.
  @Chrissy_Cindy,"Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job you in the back like ""damn bitch really"""
  @ChrizzyFive,Nah its You @NoMeek_JustMilz
"  @Chykalet ""I know I must make a lot of ya'll hoes sick &amp; all I can tell you hoes, get used to it bitch!""&#8221;",New Flame the song of the yr lol that bitch SUPER run like
  @CiddyP_60,"Niggas always yelling Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;."""
  @Cinnnthia_,"Niggas be pressed for pussy, Eeeeeen nothin"
  @CiscoAllDay,No bitches  - nan
  @CiscoAllDay,No boats and hoes please thanks - Mom
  @CiscoAllDay,OVO &#8220;@Allthingsfresh3
  @CiscoAllDay,"On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke. - @TallTrappin88 #RIPTALLT"
  @CiscoAllDay,Only a couple of Red Sox have gotten past first base. I'm dying laughing. Maybe the Yanks need to teach them some game.
  @CiscoAllDay,"Our people. Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"
  @ClassicPict,"Pistol whip my Dickau, shoot yo bitch club up."
  @CoIlegefessions,RT it for me. Please and thanks @BmorePocahontas
  @CodeeJames,Remy Machiavelli send shots to ya belly &#128553; my bitch &#9994;
  @CodeineQueeeen,Roberto you are one nasty hoe
  @Coley_Cee,SORRY JB FAN&#65292;REALLY JUSTIN COME BACK. That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!
  @Coley_Cee,Searching the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land
  @Coley_Cee,Selling my soul for material wishes
  @ComedianSpank,Shake that Bear ... aka two rednecks having sex on a dead bear
  @CommonBlackGirI,"Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch."
  @CommonBlackGirI,She gotta shape up her pussy lips tho @PostPrettyPussy
  @CommonManKFAN,She said wigga man you rich...take the du-rag off http
  @Condeezy3,She was a bitch anyway
  @Crowdifornia,She's from Florida so you've got to do the sniff test in those swamp pussies &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
  @CuffablePisces,"Slow the fuck down, bitch, I know where you live!"
  @DAMNfuckNEE I just wana eat some food. Drink some liq. Go to this party. And have a bad bitch waitin on a nigga when I return.&#8221;&#8221;,So he's a good football player...but he still acts like a nig
  @DIYcookery,"Stop being a pussy, son, and shove that needle into your own heart! #afterearth"
  @DJZeeti,"Stop looking us and go eat some pussy, you yuppie fucks."
  @DJ_D_RAC,"Takin it straight to dirt, why finger the pussy when I know I can put my dick in it? @xErnee18"
  @DShmee,"That ain't bro moves, that's hoe moves"
  @DStacks__23,That girl is plain looking borderline ugly &amp; chunky. Hey at least she's got a nice smile &amp; a great personality.
  @Da_LoveBelow @bdvg_lat @DrTruth247 yall bare hoes yall dnt care bout ??&#8221; I spent my childhood in a wild hood,The devil grows inside the hearts of the selfish and wicked
  @Damino96,"The water isn't yellow, I'm a healthy student"
  @DammitSlimm,These hoes ain't loyal
  @Damn_ImTall,These hoes keep callin but I ain't pickin up&#127926;&#127926;
  @Dat_Bitch_Jay,"These sour apple bitter bitches, I'm not fuckin wit em"
  @DavetheBrave1,They Faggots @JonnieSantana
  @DavetheBrave1,They have some ghetto ass bands * gets snuck* &#128514;&#128514;&#128514;&#128514;
  @DavetheBrave1,They have to. That division is trash @NoMeek_JustMilz
  @Dedicated_03,"This is for all the fans that waited, the bitch niggas that hated / Old hoes we dated, look mama, we&#8230; http"
  @DeePaul19,This is for my ghetto motherfuckers -Missy Elliott
  @Deeiiggee,This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.-@EricaNadine26
  @Deuce1990,Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit Black
  @DevJayAintShit,"Trust noneeee, bitch I don't "
  @DickFurari,Twitter is twitter bitch twitter is life
  @DipEx_YRichN,"Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr"
  @Ditto_Guwop,U got my 200K bitch nigga--Al Haymon to Antonio Tarver
  @DrMalvo,"Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad.."
  @DrakeTakeCare12,"Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low."
  @DramaDough,"Virgin pussy  () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)"
  @DreStiles &#8220;@DrTruth247,WHAAAAAAT! LMAOOO!!! @Cromotoasted
  @DreamGirlsOnly,"Walked in that bitch like, NIGGA WE MADE IT!"
  @DrummerKid0328,"We hate niggers, we hate faggots and we hate spics-kkk rally"
  @DualWieldKatana,"We're out here, and we're queer!"
  @DueceDaGod,"Well bitch, biology said... &#128514;&#128514;&#128514;"
  @DuhItsAdrii,What I do? @betysweetcocker
  @DukeAlexMoore,When im done with a hoe i pass her to the squad G!!!!!!!!!!!!!!!!!!!!!!!!
  @DuncanHines_,"Who the fuck you callin jiggaboo, nigga?!"
  @EBR_Chiefington,Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an
  @EdgarGuillenjr,Why u being such a little bitch chris you ain't six bitch - Allisons Mom
  @El_Grillo1,Why would I want to play with some pussy? - @jimmyfallon *DEAD* #SNL
  @Emoney25_,Why would you wanna be the Green Ranger? He's evil! Duh bitch
  @Erikaj00,Why would you want pussy on your side burns?.. Thats a good question @_hy0ung hahahahaha &#128514;
  @Erikaj00,Will shank a bitch for ceviche
  @Erikaj00,Work - @tydollasign Gets me through those rough days hahaha #hoes
  @FRATernize,Wow you are a bitch 
  @FREDOSANTANA300,Y'all forget he has his brand new baby girl at home bitch the cookies are burning
  @FabianMleal,YAH has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....
  @FliirtNextDoor,Yaoooooooo @yea_im_JAMAICAN
  @FliirtNextDoor,Yo bitch on the horn. Tryna shoot a porn. - @KingL That's T shirt worthy Tony
  @Fly_Air_Walker,Yo can I sublet your pussy #ShitFahdSays
